,0,1,2
405,0.45,0.3,1.8
406,0.45,0.3,2.0
407,0.45,0.4,1e-05
408,0.45,0.4,0.2
409,0.45,0.4,0.4
410,0.45,0.4,0.6
411,0.45,0.4,0.8
412,0.45,0.4,1.0
413,0.45,0.4,1.2
414,0.45,0.4,1.4
415,0.45,0.4,1.6
416,0.45,0.4,1.8
417,0.45,0.4,2.0
418,0.45,0.5,1e-05
419,0.45,0.5,0.2
420,0.45,0.5,0.4
421,0.45,0.5,0.6
422,0.45,0.5,0.8
423,0.45,0.5,1.0
424,0.45,0.5,1.2
425,0.45,0.5,1.4
426,0.45,0.5,1.6
427,0.45,0.5,1.8
428,0.45,0.5,2.0
429,0.45,0.6,1e-05
430,0.45,0.6,0.2
431,0.45,0.6,0.4
432,0.45,0.6,0.6
433,0.45,0.6,0.8
434,0.45,0.6,1.0
435,0.45,0.6,1.2
436,0.45,0.6,1.4
437,0.45,0.6,1.6
438,0.45,0.6,1.8
439,0.45,0.6,2.0
440,0.45,0.7,1e-05
441,0.45,0.7,0.2
442,0.45,0.7,0.4
443,0.45,0.7,0.6
444,0.45,0.7,0.8
445,0.45,0.7,1.0
446,0.45,0.7,1.2
447,0.45,0.7,1.4
448,0.45,0.7,1.6
449,0.45,0.7,1.8
450,0.45,0.7,2.0
451,0.45,0.8,1e-05
452,0.45,0.8,0.2
453,0.45,0.8,0.4
454,0.45,0.8,0.6
455,0.45,0.8,0.8
456,0.45,0.8,1.0
457,0.45,0.8,1.2
458,0.45,0.8,1.4
459,0.45,0.8,1.6
460,0.45,0.8,1.8
461,0.45,0.8,2.0
462,0.45,0.9,1e-05
463,0.45,0.9,0.2
464,0.45,0.9,0.4
465,0.45,0.9,0.6
466,0.45,0.9,0.8
467,0.45,0.9,1.0
468,0.45,0.9,1.2
469,0.45,0.9,1.4
470,0.45,0.9,1.6
471,0.45,0.9,1.8
472,0.45,0.9,2.0
473,0.45,1.0,1e-05
474,0.45,1.0,0.2
475,0.45,1.0,0.4
476,0.45,1.0,0.6
477,0.45,1.0,0.8
478,0.45,1.0,1.0
479,0.45,1.0,1.2
480,0.45,1.0,1.4
481,0.45,1.0,1.6
482,0.45,1.0,1.8
483,0.45,1.0,2.0
484,0.6,1e-05,1e-05
485,0.6,1e-05,0.2
486,0.6,1e-05,0.4
487,0.6,1e-05,0.6
488,0.6,1e-05,0.8
489,0.6,1e-05,1.0
490,0.6,1e-05,1.2
491,0.6,1e-05,1.4
492,0.6,1e-05,1.6
493,0.6,1e-05,1.8
494,0.6,1e-05,2.0
495,0.6,0.1,1e-05
496,0.6,0.1,0.2
497,0.6,0.1,0.4
498,0.6,0.1,0.6
499,0.6,0.1,0.8
500,0.6,0.1,1.0
501,0.6,0.1,1.2
502,0.6,0.1,1.4
503,0.6,0.1,1.6
504,0.6,0.1,1.8
505,0.6,0.1,2.0
506,0.6,0.2,1e-05
507,0.6,0.2,0.2
508,0.6,0.2,0.4
509,0.6,0.2,0.6
510,0.6,0.2,0.8
511,0.6,0.2,1.0
512,0.6,0.2,1.2
513,0.6,0.2,1.4
514,0.6,0.2,1.6
515,0.6,0.2,1.8
516,0.6,0.2,2.0
517,0.6,0.3,1e-05
518,0.6,0.3,0.2
519,0.6,0.3,0.4
520,0.6,0.3,0.6
521,0.6,0.3,0.8
522,0.6,0.3,1.0
523,0.6,0.3,1.2
524,0.6,0.3,1.4
525,0.6,0.3,1.6
526,0.6,0.3,1.8
527,0.6,0.3,2.0
528,0.6,0.4,1e-05
529,0.6,0.4,0.2
530,0.6,0.4,0.4
531,0.6,0.4,0.6
532,0.6,0.4,0.8
533,0.6,0.4,1.0
534,0.6,0.4,1.2
535,0.6,0.4,1.4
536,0.6,0.4,1.6
537,0.6,0.4,1.8
538,0.6,0.4,2.0
539,0.6,0.5,1e-05
540,0.6,0.5,0.2
541,0.6,0.5,0.4
542,0.6,0.5,0.6
543,0.6,0.5,0.8
544,0.6,0.5,1.0
545,0.6,0.5,1.2
546,0.6,0.5,1.4
547,0.6,0.5,1.6
548,0.6,0.5,1.8
549,0.6,0.5,2.0
550,0.6,0.6,1e-05
551,0.6,0.6,0.2
552,0.6,0.6,0.4
553,0.6,0.6,0.6
554,0.6,0.6,0.8
555,0.6,0.6,1.0
556,0.6,0.6,1.2
557,0.6,0.6,1.4
558,0.6,0.6,1.6
559,0.6,0.6,1.8
560,0.6,0.6,2.0
561,0.6,0.7,1e-05
562,0.6,0.7,0.2
563,0.6,0.7,0.4
564,0.6,0.7,0.6
565,0.6,0.7,0.8
566,0.6,0.7,1.0
567,0.6,0.7,1.2
568,0.6,0.7,1.4
569,0.6,0.7,1.6
570,0.6,0.7,1.8
571,0.6,0.7,2.0
572,0.6,0.8,1e-05
573,0.6,0.8,0.2
574,0.6,0.8,0.4
575,0.6,0.8,0.6
576,0.6,0.8,0.8
577,0.6,0.8,1.0
578,0.6,0.8,1.2
579,0.6,0.8,1.4
580,0.6,0.8,1.6
581,0.6,0.8,1.8
582,0.6,0.8,2.0
583,0.6,0.9,1e-05
584,0.6,0.9,0.2
585,0.6,0.9,0.4
586,0.6,0.9,0.6
587,0.6,0.9,0.8
588,0.6,0.9,1.0
589,0.6,0.9,1.2
590,0.6,0.9,1.4
591,0.6,0.9,1.6
592,0.6,0.9,1.8
593,0.6,0.9,2.0
594,0.6,1.0,1e-05
595,0.6,1.0,0.2
596,0.6,1.0,0.4
597,0.6,1.0,0.6
598,0.6,1.0,0.8
599,0.6,1.0,1.0
600,0.6,1.0,1.2
601,0.6,1.0,1.4
602,0.6,1.0,1.6
603,0.6,1.0,1.8
604,0.6,1.0,2.0
605,0.75,1e-05,1e-05
606,0.75,1e-05,0.2
607,0.75,1e-05,0.4
608,0.75,1e-05,0.6
609,0.75,1e-05,0.8
610,0.75,1e-05,1.0
611,0.75,1e-05,1.2
612,0.75,1e-05,1.4
613,0.75,1e-05,1.6
614,0.75,1e-05,1.8
615,0.75,1e-05,2.0
616,0.75,0.1,1e-05
617,0.75,0.1,0.2
618,0.75,0.1,0.4
619,0.75,0.1,0.6
620,0.75,0.1,0.8
621,0.75,0.1,1.0
622,0.75,0.1,1.2
623,0.75,0.1,1.4
624,0.75,0.1,1.6
625,0.75,0.1,1.8
626,0.75,0.1,2.0
627,0.75,0.2,1e-05
628,0.75,0.2,0.2
629,0.75,0.2,0.4
630,0.75,0.2,0.6
631,0.75,0.2,0.8
632,0.75,0.2,1.0
633,0.75,0.2,1.2
634,0.75,0.2,1.4
635,0.75,0.2,1.6
636,0.75,0.2,1.8
637,0.75,0.2,2.0
638,0.75,0.3,1e-05
639,0.75,0.3,0.2
640,0.75,0.3,0.4
641,0.75,0.3,0.6
642,0.75,0.3,0.8
643,0.75,0.3,1.0
644,0.75,0.3,1.2
645,0.75,0.3,1.4
646,0.75,0.3,1.6
647,0.75,0.3,1.8
648,0.75,0.3,2.0
649,0.75,0.4,1e-05
650,0.75,0.4,0.2
651,0.75,0.4,0.4
652,0.75,0.4,0.6
653,0.75,0.4,0.8
654,0.75,0.4,1.0
655,0.75,0.4,1.2
656,0.75,0.4,1.4
657,0.75,0.4,1.6
658,0.75,0.4,1.8
659,0.75,0.4,2.0
660,0.75,0.5,1e-05
661,0.75,0.5,0.2
662,0.75,0.5,0.4
663,0.75,0.5,0.6
664,0.75,0.5,0.8
665,0.75,0.5,1.0
666,0.75,0.5,1.2
667,0.75,0.5,1.4
668,0.75,0.5,1.6
669,0.75,0.5,1.8
670,0.75,0.5,2.0
671,0.75,0.6,1e-05
672,0.75,0.6,0.2
673,0.75,0.6,0.4
674,0.75,0.6,0.6
675,0.75,0.6,0.8
676,0.75,0.6,1.0
677,0.75,0.6,1.2
678,0.75,0.6,1.4
679,0.75,0.6,1.6
680,0.75,0.6,1.8
681,0.75,0.6,2.0
682,0.75,0.7,1e-05
683,0.75,0.7,0.2
684,0.75,0.7,0.4
685,0.75,0.7,0.6
686,0.75,0.7,0.8
687,0.75,0.7,1.0
688,0.75,0.7,1.2
689,0.75,0.7,1.4
690,0.75,0.7,1.6
691,0.75,0.7,1.8
692,0.75,0.7,2.0
693,0.75,0.8,1e-05
694,0.75,0.8,0.2
695,0.75,0.8,0.4
696,0.75,0.8,0.6
697,0.75,0.8,0.8
698,0.75,0.8,1.0
699,0.75,0.8,1.2
700,0.75,0.8,1.4
701,0.75,0.8,1.6
702,0.75,0.8,1.8
703,0.75,0.8,2.0
704,0.75,0.9,1e-05
705,0.75,0.9,0.2
706,0.75,0.9,0.4
707,0.75,0.9,0.6
708,0.75,0.9,0.8
709,0.75,0.9,1.0
710,0.75,0.9,1.2
711,0.75,0.9,1.4
712,0.75,0.9,1.6
713,0.75,0.9,1.8
714,0.75,0.9,2.0
715,0.75,1.0,1e-05
716,0.75,1.0,0.2
717,0.75,1.0,0.4
718,0.75,1.0,0.6
719,0.75,1.0,0.8
720,0.75,1.0,1.0
721,0.75,1.0,1.2
722,0.75,1.0,1.4
723,0.75,1.0,1.6
724,0.75,1.0,1.8
725,0.75,1.0,2.0
726,0.9,1e-05,1e-05
727,0.9,1e-05,0.2
728,0.9,1e-05,0.4
729,0.9,1e-05,0.6
730,0.9,1e-05,0.8
731,0.9,1e-05,1.0
732,0.9,1e-05,1.2
733,0.9,1e-05,1.4
734,0.9,1e-05,1.6
735,0.9,1e-05,1.8
736,0.9,1e-05,2.0
737,0.9,0.1,1e-05
738,0.9,0.1,0.2
739,0.9,0.1,0.4
740,0.9,0.1,0.6
741,0.9,0.1,0.8
742,0.9,0.1,1.0
743,0.9,0.1,1.2
744,0.9,0.1,1.4
745,0.9,0.1,1.6
746,0.9,0.1,1.8
747,0.9,0.1,2.0
748,0.9,0.2,1e-05
749,0.9,0.2,0.2
750,0.9,0.2,0.4
751,0.9,0.2,0.6
752,0.9,0.2,0.8
753,0.9,0.2,1.0
754,0.9,0.2,1.2
755,0.9,0.2,1.4
756,0.9,0.2,1.6
757,0.9,0.2,1.8
758,0.9,0.2,2.0
759,0.9,0.3,1e-05
760,0.9,0.3,0.2
761,0.9,0.3,0.4
762,0.9,0.3,0.6
763,0.9,0.3,0.8
764,0.9,0.3,1.0
765,0.9,0.3,1.2
766,0.9,0.3,1.4
767,0.9,0.3,1.6
768,0.9,0.3,1.8
769,0.9,0.3,2.0
770,0.9,0.4,1e-05
771,0.9,0.4,0.2
772,0.9,0.4,0.4
773,0.9,0.4,0.6
774,0.9,0.4,0.8
775,0.9,0.4,1.0
776,0.9,0.4,1.2
777,0.9,0.4,1.4
778,0.9,0.4,1.6
779,0.9,0.4,1.8
780,0.9,0.4,2.0
781,0.9,0.5,1e-05
782,0.9,0.5,0.2
783,0.9,0.5,0.4
784,0.9,0.5,0.6
785,0.9,0.5,0.8
786,0.9,0.5,1.0
787,0.9,0.5,1.2
788,0.9,0.5,1.4
789,0.9,0.5,1.6
790,0.9,0.5,1.8
791,0.9,0.5,2.0
792,0.9,0.6,1e-05
793,0.9,0.6,0.2
794,0.9,0.6,0.4
795,0.9,0.6,0.6
796,0.9,0.6,0.8
797,0.9,0.6,1.0
798,0.9,0.6,1.2
799,0.9,0.6,1.4
800,0.9,0.6,1.6
801,0.9,0.6,1.8
802,0.9,0.6,2.0
803,0.9,0.7,1e-05
804,0.9,0.7,0.2
805,0.9,0.7,0.4
806,0.9,0.7,0.6
807,0.9,0.7,0.8
808,0.9,0.7,1.0
809,0.9,0.7,1.2
810,0.9,0.7,1.4
811,0.9,0.7,1.6
812,0.9,0.7,1.8
813,0.9,0.7,2.0
814,0.9,0.8,1e-05
815,0.9,0.8,0.2
816,0.9,0.8,0.4
817,0.9,0.8,0.6
818,0.9,0.8,0.8
819,0.9,0.8,1.0
820,0.9,0.8,1.2
821,0.9,0.8,1.4
822,0.9,0.8,1.6
823,0.9,0.8,1.8
824,0.9,0.8,2.0
825,0.9,0.9,1e-05
826,0.9,0.9,0.2
827,0.9,0.9,0.4
828,0.9,0.9,0.6
829,0.9,0.9,0.8
830,0.9,0.9,1.0
831,0.9,0.9,1.2
832,0.9,0.9,1.4
833,0.9,0.9,1.6
834,0.9,0.9,1.8
835,0.9,0.9,2.0
836,0.9,1.0,1e-05
837,0.9,1.0,0.2
838,0.9,1.0,0.4
839,0.9,1.0,0.6
840,0.9,1.0,0.8
841,0.9,1.0,1.0
842,0.9,1.0,1.2
843,0.9,1.0,1.4
844,0.9,1.0,1.6
845,0.9,1.0,1.8
846,0.9,1.0,2.0
847,1.05,1e-05,1e-05
848,1.05,1e-05,0.2
849,1.05,1e-05,0.4
850,1.05,1e-05,0.6
851,1.05,1e-05,0.8
852,1.05,1e-05,1.0
853,1.05,1e-05,1.2
854,1.05,1e-05,1.4
855,1.05,1e-05,1.6
856,1.05,1e-05,1.8
857,1.05,1e-05,2.0
858,1.05,0.1,1e-05
859,1.05,0.1,0.2
860,1.05,0.1,0.4
861,1.05,0.1,0.6
862,1.05,0.1,0.8
863,1.05,0.1,1.0
864,1.05,0.1,1.2
865,1.05,0.1,1.4
866,1.05,0.1,1.6
867,1.05,0.1,1.8
868,1.05,0.1,2.0
869,1.05,0.2,1e-05
870,1.05,0.2,0.2
871,1.05,0.2,0.4
872,1.05,0.2,0.6
873,1.05,0.2,0.8
874,1.05,0.2,1.0
875,1.05,0.2,1.2
876,1.05,0.2,1.4
877,1.05,0.2,1.6
878,1.05,0.2,1.8
879,1.05,0.2,2.0
880,1.05,0.3,1e-05
881,1.05,0.3,0.2
882,1.05,0.3,0.4
883,1.05,0.3,0.6
884,1.05,0.3,0.8
885,1.05,0.3,1.0
886,1.05,0.3,1.2
887,1.05,0.3,1.4
888,1.05,0.3,1.6
889,1.05,0.3,1.8
890,1.05,0.3,2.0
891,1.05,0.4,1e-05
892,1.05,0.4,0.2
893,1.05,0.4,0.4
894,1.05,0.4,0.6
895,1.05,0.4,0.8
896,1.05,0.4,1.0
897,1.05,0.4,1.2
898,1.05,0.4,1.4
899,1.05,0.4,1.6
900,1.05,0.4,1.8
901,1.05,0.4,2.0
902,1.05,0.5,1e-05
903,1.05,0.5,0.2
904,1.05,0.5,0.4
905,1.05,0.5,0.6
906,1.05,0.5,0.8
907,1.05,0.5,1.0
908,1.05,0.5,1.2
909,1.05,0.5,1.4
910,1.05,0.5,1.6
911,1.05,0.5,1.8
912,1.05,0.5,2.0
913,1.05,0.6,1e-05
914,1.05,0.6,0.2
915,1.05,0.6,0.4
916,1.05,0.6,0.6
917,1.05,0.6,0.8
918,1.05,0.6,1.0
919,1.05,0.6,1.2
920,1.05,0.6,1.4
921,1.05,0.6,1.6
922,1.05,0.6,1.8
923,1.05,0.6,2.0
924,1.05,0.7,1e-05
925,1.05,0.7,0.2
926,1.05,0.7,0.4
927,1.05,0.7,0.6
928,1.05,0.7,0.8
929,1.05,0.7,1.0
930,1.05,0.7,1.2
931,1.05,0.7,1.4
932,1.05,0.7,1.6
933,1.05,0.7,1.8
934,1.05,0.7,2.0
935,1.05,0.8,1e-05
936,1.05,0.8,0.2
937,1.05,0.8,0.4
938,1.05,0.8,0.6
939,1.05,0.8,0.8
940,1.05,0.8,1.0
941,1.05,0.8,1.2
942,1.05,0.8,1.4
943,1.05,0.8,1.6
944,1.05,0.8,1.8
945,1.05,0.8,2.0
946,1.05,0.9,1e-05
947,1.05,0.9,0.2
948,1.05,0.9,0.4
949,1.05,0.9,0.6
950,1.05,0.9,0.8
951,1.05,0.9,1.0
952,1.05,0.9,1.2
953,1.05,0.9,1.4
954,1.05,0.9,1.6
955,1.05,0.9,1.8
956,1.05,0.9,2.0
957,1.05,1.0,1e-05
958,1.05,1.0,0.2
959,1.05,1.0,0.4
960,1.05,1.0,0.6
961,1.05,1.0,0.8
962,1.05,1.0,1.0
963,1.05,1.0,1.2
964,1.05,1.0,1.4
965,1.05,1.0,1.6
966,1.05,1.0,1.8
967,1.05,1.0,2.0
968,1.3,1e-05,1e-05
969,1.3,1e-05,0.2
970,1.3,1e-05,0.4
971,1.3,1e-05,0.6
972,1.3,1e-05,0.8
973,1.3,1e-05,1.0
974,1.3,1e-05,1.2
